ParticipantID,BlockNo,Techniques,Input devices,Screen size,TrialNo,Time
5,Block0,Qwertykeyboard,touch,mobilephone,Trial1,13
5,Block0,Qwertykeyboard,touch,mobilephone,Trial2,11
5,Block0,Qwertykeyboard,touch,mobilephone,Trial3,14
5,Block0,Qwertykeyboard,touch,mobilephone,Trial4,14
5,Block0,Qwertykeyboard,touch,tablet,Trial0,12
5,Block0,Qwertykeyboard,touch,tablet,Trial1,14
5,Block0,Qwertykeyboard,touch,tablet,Trial2,11
5,Block0,Qwertykeyboard,touch,tablet,Trial3,10
5,Block0,Qwertykeyboard,touch,tablet,Trial4,9
5,Block0,Qwertykeyboard,touch,watch,Trial0,12
5,Block0,Qwertykeyboard,touch,watch,Trial1,13
5,Block0,Qwertykeyboard,touch,watch,Trial2,8
5,Block0,Qwertykeyboard,touch,watch,Trial3,9
5,Block0,Qwertykeyboard,touch,watch,Trial4,7
5,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,10
5,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,14
5,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,14
5,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,9
5,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,10
5,Block0,Qwertykeyboard,stylus,tablet,Trial0,15
5,Block0,Qwertykeyboard,stylus,tablet,Trial1,6
5,Block0,Qwertykeyboard,stylus,tablet,Trial2,11
5,Block0,Qwertykeyboard,stylus,tablet,Trial3,11
5,Block0,Qwertykeyboard,stylus,tablet,Trial4,13
5,Block0,Qwertykeyboard,stylus,watch,Trial0,11
5,Block0,Qwertykeyboard,stylus,watch,Trial1,8
5,Block0,Qwertykeyboard,stylus,watch,Trial2,13
5,Block0,Qwertykeyboard,stylus,watch,Trial3,10
5,Block0,Qwertykeyboard,stylus,watch,Trial4,14
6,Block0,Optimalkeyboard,touch,mobilephone,Trial0,17
6,Block0,Optimalkeyboard,touch,mobilephone,Trial1,8
6,Block0,Optimalkeyboard,touch,mobilephone,Trial2,8
6,Block0,Optimalkeyboard,touch,mobilephone,Trial3,11
6,Block0,Optimalkeyboard,touch,mobilephone,Trial4,6
6,Block0,Optimalkeyboard,touch,tablet,Trial0,8
6,Block0,Optimalkeyboard,touch,tablet,Trial1,14
6,Block0,Optimalkeyboard,touch,tablet,Trial2,12
6,Block0,Optimalkeyboard,touch,tablet,Trial3,15
6,Block0,Optimalkeyboard,touch,tablet,Trial4,11
6,Block0,Optimalkeyboard,touch,watch,Trial0,15
6,Block0,Optimalkeyboard,touch,watch,Trial1,9
6,Block0,Optimalkeyboard,touch,watch,Trial2,12
6,Block0,Optimalkeyboard,touch,watch,Trial3,12
6,Block0,Optimalkeyboard,touch,watch,Trial4,13
6,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,11
6,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,8
6,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,15
6,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,8
6,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,8
6,Block0,Optimalkeyboard,stylus,tablet,Trial0,13
6,Block0,Optimalkeyboard,stylus,tablet,Trial1,8
6,Block0,Optimalkeyboard,stylus,tablet,Trial2,12
6,Block0,Optimalkeyboard,stylus,tablet,Trial3,15
6,Block0,Optimalkeyboard,stylus,tablet,Trial4,15
6,Block0,Optimalkeyboard,stylus,watch,Trial0,14
6,Block0,Optimalkeyboard,stylus,watch,Trial1,7
6,Block0,Optimalkeyboard,stylus,watch,Trial2,14
6,Block0,Optimalkeyboard,stylus,watch,Trial3,8
6,Block0,Optimalkeyboard,stylus,watch,Trial4,14
6,Block0,Qwertykeyboard,touch,mobilephone,Trial0,8
6,Block0,Qwertykeyboard,touch,mobilephone,Trial1,14
6,Block0,Qwertykeyboard,touch,mobilephone,Trial2,13
6,Block0,Qwertykeyboard,touch,mobilephone,Trial3,10
6,Block0,Qwertykeyboard,touch,mobilephone,Trial4,15
6,Block0,Qwertykeyboard,touch,tablet,Trial0,13
6,Block0,Qwertykeyboard,touch,tablet,Trial1,6
6,Block0,Qwertykeyboard,touch,tablet,Trial2,15
6,Block0,Qwertykeyboard,touch,tablet,Trial3,6
6,Block0,Qwertykeyboard,touch,tablet,Trial4,9
6,Block0,Qwertykeyboard,touch,watch,Trial0,6
6,Block0,Qwertykeyboard,touch,watch,Trial1,9
6,Block0,Qwertykeyboard,touch,watch,Trial2,12
6,Block0,Qwertykeyboard,touch,watch,Trial3,9
6,Block0,Qwertykeyboard,touch,watch,Trial4,12
6,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,10
6,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,12
6,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,10
6,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,12
6,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,9
6,Block0,Qwertykeyboard,stylus,tablet,Trial0,14
6,Block0,Qwertykeyboard,stylus,tablet,Trial1,7
6,Block0,Qwertykeyboard,stylus,tablet,Trial2,11
6,Block0,Qwertykeyboard,stylus,tablet,Trial3,10
6,Block0,Qwertykeyboard,stylus,tablet,Trial4,14
6,Block0,Qwertykeyboard,stylus,watch,Trial0,11
6,Block0,Qwertykeyboard,stylus,watch,Trial1,9
6,Block0,Qwertykeyboard,stylus,watch,Trial2,14
6,Block0,Qwertykeyboard,stylus,watch,Trial3,9
6,Block0,Qwertykeyboard,stylus,watch,Trial4,10
7,Block0,Optimalkeyboard,touch,mobilephone,Trial0,17
7,Block0,Optimalkeyboard,touch,mobilephone,Trial1,19
7,Block0,Optimalkeyboard,touch,mobilephone,Trial2,15
7,Block0,Optimalkeyboard,touch,mobilephone,Trial3,8
7,Block0,Optimalkeyboard,touch,mobilephone,Trial4,13
7,Block0,Optimalkeyboard,touch,tablet,Trial0,10
7,Block0,Optimalkeyboard,touch,tablet,Trial1,13
7,Block0,Optimalkeyboard,touch,tablet,Trial2,13
7,Block0,Optimalkeyboard,touch,tablet,Trial3,6
7,Block0,Optimalkeyboard,touch,tablet,Trial4,7
7,Block0,Optimalkeyboard,touch,watch,Trial0,9
7,Block0,Optimalkeyboard,touch,watch,Trial1,10
7,Block0,Optimalkeyboard,touch,watch,Trial2,8
7,Block0,Optimalkeyboard,touch,watch,Trial3,7
7,Block0,Optimalkeyboard,touch,watch,Trial4,11
7,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,10
7,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,15
7,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,10
7,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,15
7,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,9
7,Block0,Optimalkeyboard,stylus,tablet,Trial0,9
7,Block0,Optimalkeyboard,stylus,tablet,Trial1,9
7,Block0,Optimalkeyboard,stylus,tablet,Trial2,9
7,Block0,Optimalkeyboard,stylus,tablet,Trial3,15
7,Block0,Optimalkeyboard,stylus,tablet,Trial4,9
7,Block0,Optimalkeyboard,stylus,watch,Trial0,8
7,Block0,Optimalkeyboard,stylus,watch,Trial1,15
7,Block0,Optimalkeyboard,stylus,watch,Trial2,8
7,Block0,Optimalkeyboard,stylus,watch,Trial3,13
7,Block0,Optimalkeyboard,stylus,watch,Trial4,6
7,Block0,Qwertykeyboard,touch,mobilephone,Trial0,14
7,Block0,Qwertykeyboard,touch,mobilephone,Trial1,8
7,Block0,Qwertykeyboard,touch,mobilephone,Trial2,15
7,Block0,Qwertykeyboard,touch,mobilephone,Trial3,14
7,Block0,Qwertykeyboard,touch,mobilephone,Trial4,8
7,Block0,Qwertykeyboard,touch,tablet,Trial0,14
7,Block0,Qwertykeyboard,touch,tablet,Trial1,15
7,Block0,Qwertykeyboard,touch,tablet,Trial2,7
7,Block0,Qwertykeyboard,touch,tablet,Trial3,10
7,Block0,Qwertykeyboard,touch,tablet,Trial4,15
7,Block0,Qwertykeyboard,touch,watch,Trial0,11
7,Block0,Qwertykeyboard,touch,watch,Trial1,15
7,Block0,Qwertykeyboard,touch,watch,Trial2,11
7,Block0,Qwertykeyboard,touch,watch,Trial3,15
7,Block0,Qwertykeyboard,touch,watch,Trial4,15
7,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,14
7,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,8
7,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,8
7,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,14
7,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,11
7,Block0,Qwertykeyboard,stylus,tablet,Trial0,6
7,Block0,Qwertykeyboard,stylus,tablet,Trial1,14
7,Block0,Qwertykeyboard,stylus,tablet,Trial2,11
7,Block0,Qwertykeyboard,stylus,tablet,Trial3,6
7,Block0,Qwertykeyboard,stylus,tablet,Trial4,7
7,Block0,Qwertykeyboard,stylus,watch,Trial0,11
7,Block0,Qwertykeyboard,stylus,watch,Trial1,8
7,Block0,Qwertykeyboard,stylus,watch,Trial2,15
7,Block0,Qwertykeyboard,stylus,watch,Trial3,12
7,Block0,Qwertykeyboard,stylus,watch,Trial4,9
8,Block0,Optimalkeyboard,touch,mobilephone,Trial0,18
8,Block0,Optimalkeyboard,touch,mobilephone,Trial1,14
8,Block0,Optimalkeyboard,touch,mobilephone,Trial2,12
8,Block0,Optimalkeyboard,touch,mobilephone,Trial3,11
8,Block0,Optimalkeyboard,touch,mobilephone,Trial4,14
8,Block0,Optimalkeyboard,touch,tablet,Trial0,9
8,Block0,Optimalkeyboard,touch,tablet,Trial1,7
8,Block0,Optimalkeyboard,touch,tablet,Trial2,9
8,Block0,Optimalkeyboard,touch,tablet,Trial3,10
8,Block0,Optimalkeyboard,touch,tablet,Trial4,7
8,Block0,Optimalkeyboard,touch,watch,Trial0,9
8,Block0,Optimalkeyboard,touch,watch,Trial1,15
8,Block0,Optimalkeyboard,touch,watch,Trial2,6
8,Block0,Optimalkeyboard,touch,watch,Trial3,7
8,Block0,Optimalkeyboard,touch,watch,Trial4,15
8,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,13
8,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,7
8,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,9
8,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,15
8,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,12
8,Block0,Optimalkeyboard,stylus,tablet,Trial0,10
8,Block0,Optimalkeyboard,stylus,tablet,Trial1,8
8,Block0,Optimalkeyboard,stylus,tablet,Trial2,7
8,Block0,Optimalkeyboard,stylus,tablet,Trial3,6
8,Block0,Optimalkeyboard,stylus,tablet,Trial4,8
8,Block0,Optimalkeyboard,stylus,watch,Trial0,8
8,Block0,Optimalkeyboard,stylus,watch,Trial1,11
8,Block0,Optimalkeyboard,stylus,watch,Trial2,13
8,Block0,Optimalkeyboard,stylus,watch,Trial3,6
8,Block0,Optimalkeyboard,stylus,watch,Trial4,9
8,Block0,Qwertykeyboard,touch,mobilephone,Trial0,6
8,Block0,Qwertykeyboard,touch,mobilephone,Trial1,10
8,Block0,Qwertykeyboard,touch,mobilephone,Trial2,8
8,Block0,Qwertykeyboard,touch,mobilephone,Trial3,11
8,Block0,Qwertykeyboard,touch,mobilephone,Trial4,13
8,Block0,Qwertykeyboard,touch,tablet,Trial0,12
8,Block0,Qwertykeyboard,touch,tablet,Trial1,12
8,Block0,Qwertykeyboard,touch,tablet,Trial2,6
8,Block0,Qwertykeyboard,touch,tablet,Trial3,12
8,Block0,Qwertykeyboard,touch,tablet,Trial4,9
8,Block0,Qwertykeyboard,touch,watch,Trial0,8
8,Block0,Qwertykeyboard,touch,watch,Trial1,8
8,Block0,Qwertykeyboard,touch,watch,Trial2,12
8,Block0,Qwertykeyboard,touch,watch,Trial3,15
8,Block0,Qwertykeyboard,touch,watch,Trial4,9
8,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,9
8,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,7
8,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,7
8,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,7
8,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,8
8,Block0,Qwertykeyboard,stylus,tablet,Trial0,15
8,Block0,Qwertykeyboard,stylus,tablet,Trial1,6
8,Block0,Qwertykeyboard,stylus,tablet,Trial2,13
8,Block0,Qwertykeyboard,stylus,tablet,Trial3,15
8,Block0,Qwertykeyboard,stylus,tablet,Trial4,11
8,Block0,Qwertykeyboard,stylus,watch,Trial0,7
8,Block0,Qwertykeyboard,stylus,watch,Trial1,8
8,Block0,Qwertykeyboard,stylus,watch,Trial2,15
8,Block0,Qwertykeyboard,stylus,watch,Trial3,14
8,Block0,Qwertykeyboard,stylus,watch,Trial4,10
9,Block0,Optimalkeyboard,touch,mobilephone,Trial0,7
9,Block0,Optimalkeyboard,touch,mobilephone,Trial1,11
9,Block0,Optimalkeyboard,touch,mobilephone,Trial2,12
9,Block0,Optimalkeyboard,touch,mobilephone,Trial3,12
9,Block0,Optimalkeyboard,touch,mobilephone,Trial4,9
9,Block0,Optimalkeyboard,touch,tablet,Trial0,14
9,Block0,Optimalkeyboard,touch,tablet,Trial1,13
9,Block0,Optimalkeyboard,touch,tablet,Trial2,10
9,Block0,Optimalkeyboard,touch,tablet,Trial3,6
9,Block0,Optimalkeyboard,touch,tablet,Trial4,11
9,Block0,Optimalkeyboard,touch,watch,Trial0,8
9,Block0,Optimalkeyboard,touch,watch,Trial1,6
9,Block0,Optimalkeyboard,touch,watch,Trial2,11
9,Block0,Optimalkeyboard,touch,watch,Trial3,8
9,Block0,Optimalkeyboard,touch,watch,Trial4,14
9,Block0,Optimalkeyboard,stylus,mobilephone,Trial0,12
9,Block0,Optimalkeyboard,stylus,mobilephone,Trial1,6
9,Block0,Optimalkeyboard,stylus,mobilephone,Trial2,15
9,Block0,Optimalkeyboard,stylus,mobilephone,Trial3,7
9,Block0,Optimalkeyboard,stylus,mobilephone,Trial4,9
9,Block0,Optimalkeyboard,stylus,tablet,Trial0,8
9,Block0,Optimalkeyboard,stylus,tablet,Trial1,11
9,Block0,Optimalkeyboard,stylus,tablet,Trial2,7
9,Block0,Optimalkeyboard,stylus,tablet,Trial3,15
9,Block0,Optimalkeyboard,stylus,tablet,Trial4,9
9,Block0,Optimalkeyboard,stylus,watch,Trial0,14
9,Block0,Optimalkeyboard,stylus,watch,Trial1,14
9,Block0,Optimalkeyboard,stylus,watch,Trial2,11
9,Block0,Optimalkeyboard,stylus,watch,Trial3,9
9,Block0,Optimalkeyboard,stylus,watch,Trial4,12
9,Block0,Qwertykeyboard,touch,mobilephone,Trial0,6
9,Block0,Qwertykeyboard,touch,mobilephone,Trial1,12
9,Block0,Qwertykeyboard,touch,mobilephone,Trial2,12
9,Block0,Qwertykeyboard,touch,mobilephone,Trial3,8
9,Block0,Qwertykeyboard,touch,mobilephone,Trial4,12
9,Block0,Qwertykeyboard,touch,tablet,Trial0,15
9,Block0,Qwertykeyboard,touch,tablet,Trial1,15
9,Block0,Qwertykeyboard,touch,tablet,Trial2,12
9,Block0,Qwertykeyboard,touch,tablet,Trial3,8
9,Block0,Qwertykeyboard,touch,tablet,Trial4,9
9,Block0,Qwertykeyboard,touch,watch,Trial0,12
9,Block0,Qwertykeyboard,touch,watch,Trial1,11
9,Block0,Qwertykeyboard,touch,watch,Trial2,8
9,Block0,Qwertykeyboard,touch,watch,Trial3,12
9,Block0,Qwertykeyboard,touch,watch,Trial4,14
9,Block0,Qwertykeyboard,stylus,mobilephone,Trial0,7
9,Block0,Qwertykeyboard,stylus,mobilephone,Trial1,14
9,Block0,Qwertykeyboard,stylus,mobilephone,Trial2,13
9,Block0,Qwertykeyboard,stylus,mobilephone,Trial3,6
9,Block0,Qwertykeyboard,stylus,mobilephone,Trial4,7
9,Block0,Qwertykeyboard,stylus,tablet,Trial0,7
9,Block0,Qwertykeyboard,stylus,tablet,Trial1,10
9,Block0,Qwertykeyboard,stylus,tablet,Trial2,9
9,Block0,Qwertykeyboard,stylus,tablet,Trial3,12
9,Block0,Qwertykeyboard,stylus,tablet,Trial4,11
9,Block0,Qwertykeyboard,stylus,watch,Trial0,15
9,Block0,Qwertykeyboard,stylus,watch,Trial1,9
9,Block0,Qwertykeyboard,stylus,watch,Trial2,8
9,Block0,Qwertykeyboard,stylus,watch,Trial3,11
9,Block0,Qwertykeyboard,stylus,watch,Trial4,15
